,A,jul,aug,s_bar,sq1,sq2,num,final
0,21563,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
1,21564,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
2,21565,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
3,21566,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
4,21567,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
5,21568,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
6,21569,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
7,21570,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
8,21571,0.296025730253673,0.178111253971134,0.2370684921124035,0.0034759559292463654,0.003475955929246362,0.0034759559292463636,0.014662243380694707
9,21572,0.28467211739353,0.178111253971134,0.23139168568233198,0.002838804403331634,0.002838804403331631,0.0028388044033316323,0.01226839415150339
10,21573,0.28467211739353,0.178111253971134,0.23139168568233198,0.002838804403331634,0.002838804403331631,0.0028388044033316323,0.01226839415150339
11,21574,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
12,21575,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
13,21576,0.291184743112175,0.259825181013106,0.2755049620626405,0.00024585553376134096,0.0002458555337613427,0.00024585553376134183,0.000892381508923395
14,21577,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
15,21578,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
16,21579,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
17,21580,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
18,21581,0.28467211739353,0.259825181013106,0.272248649203318,0.00015434256187320957,0.00015434256187320957,0.00015434256187320957,0.000566917640637934
19,21582,0.337581368185429,0.259825181013106,0.2987032745992675,0.0015115061608943327,0.0015115061608943327,0.0015115061608943327,0.005060226282829105
